CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
02009000;LA THUR À WILLER-SUR-THUR;007;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-05;10:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089778;;;;;
02009085;LE WISSBACH A WILLER-SUR-THUR (MITTELRAIN);001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-05;08:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089779;;;;;
02010000;LA THUR À STAFFELFELDEN;019;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-08;12:03:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082988;;;;;
02010000;LA THUR À STAFFELFELDEN;019;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-05;12:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089780;;;;;
02011000;LA THUR À ENSISHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-08;14:15:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082989;;;;;
02011000;LA THUR À ENSISHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;16:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089781;;;;;
02013000;L'ILL À OBERHERGHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-08;15:48:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082990;;;;;
02013000;L'ILL À OBERHERGHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-25;08:32:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089782;;;;;
02015500;LA LAUCH À LINTHAL (SAEGMATTEN);003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;10:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089783;;;;;
02016050;LA LAUCH À BUHL (AVAL);016;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-09;10:50:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082991;;;;;
02016050;LA LAUCH À BUHL (AVAL);016;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;12:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089784;;;;;
02017000;LA LAUCH À MERXHEIM;010;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-09;09:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082992;;;;;
02017000;LA LAUCH À MERXHEIM;010;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;13:55:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089785;;;;;
02017500;L'OHMBACH À ROUFFACH (BADENMUEHLE);005;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-08;17:46:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082993;;;;;
02017850;LE LOHBACH À REGUISHEIM;005;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;17:40:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089786;;;;;
02018000;LA LAUCH À HERRLISHEIM-PRES-COLMAR;015;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-05-19;12:18:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000063;Contrôle de surveillance des cours d'eau du bassin Rhin/Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082949;;;;;
02018000;LA LAUCH À HERRLISHEIM-PRES-COLMAR;015;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-24;18:13:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089787;;;;;
02018500;L'ILL À COLMAR (MAISON ROUGE);008;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-03;09:45:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082994;;;;;
02018500;L'ILL À COLMAR (MAISON ROUGE);008;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-05;17:35:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000058;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089788;;;;;
02018780;LA PETITE FECHT À STOSSWIHR (B);001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-30;09:15:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000106;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082995;;;;;
02018780;LA PETITE FECHT À STOSSWIHR (B);001;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-24;16:19:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054/0200000106;Contrôle de surveillance des cours d'eau du bassin Rhin/Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089789;;;;;
02019000;LA FECHT À WALBACH;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-30;12:25:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082996;;;;;
02019000;LA FECHT À WALBACH;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-24;15:11:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089790;;;;;
02020000;LA WEISS À SIGOLSHEIM;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-03;12:45:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082997;;;;;
02020000;LA WEISS À SIGOLSHEIM;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-24;13:17:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089791;;;;;
02021000;LA FECHT À GUEMAR;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;18:13:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082998;;;;;
02021000;LA FECHT À GUEMAR;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-12;16:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000054;Contrôle de surveillance des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089792;;;;;
02022465;LE HORGIESSEN À SÉLESTAT (AVAL);011;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;16:25:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082999;;;;;
02022670;LE FORSTLACH À SELESTAT (ILLWALD);003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-05-19;16:01:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082950;;;;;
02022675;LE KRUMMLACH À SELESTAT (ILLWALD);006;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-05-19;17:25:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082951;;;;;
02022675;LE KRUMMLACH À SELESTAT (ILLWALD);006;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-05-26;11:30:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000063;Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089793;;;;;
02023000;LE GIESSEN À THANVILLE;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;11:15:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058/0200000063;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse/Contrôles opérationnels des cours d'eau du bassin Rhin;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083000;;;;;
02023000;LE GIESSEN À THANVILLE;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;15:16:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089794;;;;;
02024000;LA LIEPVRETTE À HURST;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-07-02;08:25:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7083001;;;;;
02024000;LA LIEPVRETTE À HURST;002;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2021-08-04;17:00:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7089795;;;;;
02025100;LE GIESSEN À EBERSHEIM;003;13;Macroinvertébrés aquatiques;1025;Qualité de l'eau - Prélèvement des macro-invertébrés aquatiques en rivières peu profondes (NF T90-333 Septembre 2016);2020-05-20;09:11:00;;;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);41749411900056;AQUABIO;41749411900056;AQUABIO;0200000058;Réseau de Suivi et d'Analyse Long Terme des tendances de la qualité des cours d'eau du bassin Rhin-Meuse;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;7082952;;;;;
